Episode, Steps, Reward, Time (in milliseconds)
788, 377, -37.600000000000264, 1710
789, 66, -6.499999999999993, 1453
790, 365, -41.80000000000029, 1643
791, 128, -12.69999999999997, 1409
792, 72, -12.899999999999991, 1579
793, 63, -6.199999999999994, 1590
794, 74, -9.999999999999984, 1445
795, 67, -6.5999999999999925, 1563
796, 80, -7.899999999999988, 1654
797, 64, -6.299999999999994, 1529
798, 65, -6.399999999999993, 1739
799, 66, -6.499999999999993, 1390
800, 69, -6.799999999999992, 1508
801, 180, -18.799999999999997, 1455
802, 56, -5.4999999999999964, 1865
803, 231, -134.99999999999966, 1470
804, 63, -6.199999999999994, 1583
805, 322, -45.400000000000176, 1478
806, 66, -6.499999999999993, 1781
807, 63, -6.199999999999994, 1578
808, 181, -38.3, 1383
809, 729, -72.80000000000014, 1612
810, 136, -36.700000000000045, 1352
811, 104, -10.29999999999998, 1524
812, 73, -7.19999999999999, 1473
813, 334, -33.3000000000002, 1434
814, 70, -9.799999999999992, 1527
815, 134, -13.299999999999969, 1611
816, 65, -6.399999999999993, 1641
817, 391, -44.80000000000039, 1482
818, 113, -11.199999999999976, 1648
819, 147, -29.10000000000009, 1421
820, 57, -5.599999999999996, 1493
821, 112, -11.099999999999977, 1645
822, 71, -9.899999999999991, 1955
823, 77, -10.49999999999999, 1629
824, 69, -6.799999999999992, 1886
825, 101, -12.699999999999974, 1652
826, 61, -5.999999999999995, 1887
827, 72, -7.099999999999991, 1780
828, 171, -16.99999999999997, 2183
829, 112, -11.099999999999977, 1565
830, 76, -10.39999999999999, 1603
831, 184, -21.200000000000003, 1491
832, 80, -10.799999999999988, 1480
833, 71, -6.999999999999991, 1535
834, 76, -7.499999999999989, 1765
835, 56, -5.4999999999999964, 1482
836, 125, -12.399999999999972, 1656
837, 93, -9.199999999999983, 1544
838, 67, -6.5999999999999925, 1501
839, 79, -7.799999999999988, 1531
840, 72, -9.999999999999991, 1582
841, 67, -6.5999999999999925, 1447
842, 66, -6.499999999999993, 1431
843, 76, -7.499999999999989, 1700
844, 647, -64.6000000000006, 1590
845, 59, -5.799999999999995, 1588
846, 66, -6.499999999999993, 1380
847, 146, -22.600000000000072, 1501
848, 57, -5.599999999999996, 1715
849, 73, -10.09999999999999, 1593
850, 73, -7.19999999999999, 1528
851, 729, -111.69999999999823, 1371
852, 59, -5.799999999999995, 1587
853, 61, -5.999999999999995, 1569
854, 134, -13.299999999999969, 1690
855, 126, -12.499999999999972, 1579
856, 83, -8.199999999999987, 1490
857, 70, -6.8999999999999915, 1632
858, 341, -34.00000000000021, 1543
859, 148, -19.40000000000002, 1602
860, 60, -5.899999999999995, 1784
861, 71, -15.699999999999992, 1634
862, 171, -22.700000000000074, 1452
863, 77, -10.49999999999999, 1695
864, 173, -19.900000000000023, 1695
865, 79, -7.799999999999988, 1578
866, 61, -5.999999999999995, 1709
867, 69, -9.699999999999992, 1557
868, 69, -6.799999999999992, 1568
869, 87, -11.499999999999986, 1604
870, 79, -7.799999999999988, 1684
871, 107, -13.499999999999979, 1638
872, 70, -6.8999999999999915, 1645
873, 73, -7.19999999999999, 1570
874, 67, -6.5999999999999925, 1780
875, 112, -13.999999999999977, 1575
876, 90, -12.699999999999985, 1854
877, 67, -6.5999999999999925, 1859
878, 124, -12.299999999999972, 1822
879, 72, -7.099999999999991, 1584
880, 309, -42.4000000000002, 1606
881, 193, -32.500000000000114, 1710
882, 119, -14.699999999999974, 1535
883, 95, -9.399999999999983, 1453
884, 58, -5.699999999999996, 1515
885, 75, -7.39999999999999, 1664
886, 198, -19.70000000000001, 1558
887, 66, -9.399999999999993, 1703
888, 139, -13.799999999999967, 1550
889, 315, -35.900000000000205, 1601
890, 85, -11.299999999999986, 1483
891, 212, -25.600000000000108, 1716
892, 62, -6.099999999999994, 1423
893, 171, -16.99999999999997, 1572
894, 68, -6.699999999999992, 1547
895, 82, -8.099999999999987, 1637
896, 68, -9.599999999999993, 1660
897, 121, -11.999999999999973, 1680
898, 95, -27.100000000000016, 1830
899, 165, -16.399999999999963, 1695
900, 71, -6.999999999999991, 1659
901, 302, -30.100000000000158, 1617
902, 107, -10.599999999999978, 1653
903, 90, -8.899999999999984, 1711
904, 68, -6.699999999999992, 1692
905, 59, -5.799999999999995, 1658
906, 67, -6.5999999999999925, 1495
907, 77, -7.599999999999989, 1594
908, 56, -5.4999999999999964, 1885
909, 68, -6.699999999999992, 1509
910, 80, -7.899999999999988, 1834
911, 70, -6.8999999999999915, 1689
912, 60, -5.899999999999995, 1616
913, 99, -15.599999999999982, 1807
914, 79, -7.799999999999988, 1649
915, 666, -66.5000000000005, 1831
916, 119, -13.699999999999974, 1607
917, 98, -9.699999999999982, 1524
918, 73, -7.19999999999999, 1621
919, 130, -12.89999999999997, 1485
920, 532, -58.80000000000048, 1549
921, 67, -6.5999999999999925, 1512
922, 129, -12.79999999999997, 1678
923, 80, -7.899999999999988, 1620
924, 222, -58.10000000000014, 1853
925, 104, -10.29999999999998, 1686
926, 65, -6.399999999999993, 1480
927, 167, -30.100000000000094, 1533
928, 57, -5.599999999999996, 1703
929, 63, -6.199999999999994, 1621
930, 251, -26.800000000000118, 1524
931, 353, -41.70000000000026, 1570
932, 83, -8.199999999999987, 1767
933, 79, -7.799999999999988, 1647
934, 61, -5.999999999999995, 1752
935, 79, -7.799999999999988, 1834
936, 75, -7.39999999999999, 1607
937, 144, -14.299999999999965, 1767
938, 87, -8.599999999999985, 1560
939, 83, -8.199999999999987, 2009
940, 73, -7.19999999999999, 1926
941, 76, -13.29999999999999, 1631
942, 86, -8.499999999999986, 1823
943, 64, -6.299999999999994, 1504
944, 155, -15.399999999999961, 1508
945, 242, -24.100000000000072, 1598
946, 82, -10.799999999999976, 1568
947, 161, -21.70000000000006, 1650
948, 74, -7.29999999999999, 1563
949, 126, -14.399999999999972, 1671
950, 82, -12.69999999999998, 1672
951, 55, -5.399999999999997, 1530
952, 304, -36.60000000000025, 1613
953, 71, -6.999999999999991, 1575
954, 73, -7.19999999999999, 2033
955, 729, -107.59999999999911, 1602
956, 117, -11.599999999999975, 1513
957, 92, -9.099999999999984, 1613
958, 68, -6.699999999999992, 1780
959, 115, -11.399999999999975, 1617
960, 116, -11.499999999999975, 1920
961, 94, -9.299999999999983, 1553
962, 82, -8.099999999999987, 1504
963, 75, -7.39999999999999, 1579
964, 55, -5.399999999999997, 1571
965, 74, -7.29999999999999, 1540
966, 72, -7.099999999999991, 1789
967, 105, -10.399999999999979, 1445
968, 93, -9.199999999999983, 1624
969, 67, -6.5999999999999925, 1637
970, 66, -6.499999999999993, 1671
971, 65, -6.399999999999993, 1873
972, 62, -6.099999999999994, 1569
973, 133, -13.199999999999969, 1738
974, 53, -5.1999999999999975, 1666
975, 62, -6.099999999999994, 1755
976, 171, -16.99999999999997, 1629
977, 78, -7.699999999999989, 1776
978, 180, -19.80000000000002, 1684
979, 165, -33.50000000000013, 1748
980, 245, -24.400000000000077, 1777
981, 88, -8.699999999999985, 1582
982, 104, -10.29999999999998, 1689
983, 63, -9.099999999999993, 1779
984, 71, -6.999999999999991, 1587
985, 134, -13.299999999999969, 1759
986, 68, -6.699999999999992, 1884
987, 81, -7.999999999999988, 1633
988, 121, -11.999999999999973, 1450
989, 84, -8.299999999999986, 1843
990, 729, -73.70000000000009, 1759
991, 164, -16.29999999999996, 1643
992, 61, -5.999999999999995, 1597
993, 729, -87.09999999999916, 1637
994, 59, -5.799999999999995, 1554
995, 81, -8.899999999999984, 1690
996, 184, -18.29999999999999, 1531
997, 94, -9.299999999999983, 1709
998, 72, -7.099999999999991, 1722
999, 61, -5.999999999999995, 1605
1000, 201, -20.000000000000014, 1734

Average Reward: -35.86279999999986
Average Number of Steps: 276
Minimum Number of Steps: 53
Average Time (in milliseconds): 1296
